timestamp,alpha0,beta0,gamma0,delta0,theta0,alpha1,beta1,gamma1,delta1,theta1,alpha2,beta2,gamma2,delta2,theta2,alpha3,beta3,gamma3,delta3,theta3,concentration
1542210935,5.312084662704675,3.3607553509863277,10.443146129962647,17.619845743555064,16.643864220922353,2.4265279378757993,1.01093212806335,0.49881200709415313,10.365267399121738,7.643898784457609,6.278413396119954,4.440232772506081,4.6632364708917775,12.330626556252305,9.220197649427979,8.380029195734561,6.858689244536915,17.085453418356828,21.10911381014411,21.640385431807097,0.8
1542210936,8.507407133050444,4.445376053068433,9.931375526166557,17.535799455854015,18.772321888674547,2.052770105630922,0.957332551185787,0.3482083412477801,9.348991443670425,8.141671498771592,5.056979474121823,4.536751014609278,5.043689464399255,25.29447656501736,24.007768925096705,7.2968423404986185,7.745047872306682,16.836634564293497,15.712124883738802,17.563369704082845,0.8
1542210936,3.8425209448156763,1.4645969409656976,5.604789678669891,14.803727981612418,7.032983376756527,3.372066949844847,1.0821157436556827,0.4313985206102126,5.593199000478854,3.3185635637063364,4.380790792931779,3.5575111781385593,4.350806745687717,11.833578453467211,4.208997694436158,6.289137156763741,6.2981464963115945,17.350605538478877,4.5497748325653395,10.829765936343959,0.8
1542210937,8.02337898696991,3.3402213725428123,10.043925889889703,17.943502501362047,14.829970672254877,2.4799813814791247,0.7622667249238192,0.4020330318844908,6.706690430266795,4.872541079599829,7.822118762049077,3.720086069612515,4.867410542101597,9.242083091344877,11.07491140532478,5.74035587714955,5.663153642038051,17.03639289964723,13.776283826692758,10.60796563619586,0.8
1542210937,7.163318037524612,4.231300321004811,11.084518880815327,7.63835593453206,7.688058901129978,5.86432037065178,1.4640432264752106,0.5808883757894716,6.60266831521995,6.27059899276013,9.786552116445918,5.073755106807498,4.412319973674106,14.310138414948483,9.609403950374709,6.647850730672146,7.261049240895996,16.074930683445597,4.087247786536737,6.551606463902998,0.8
1542210938,5.472505389263659,3.479210203210535,10.144172627258646,8.179579755667104,4.493290468390915,2.1993462447552337,0.9057161990811134,0.35042529508423637,2.636393056935699,1.775389634015534,8.902560316686715,4.096546894365484,3.743805411566144,10.770215597132363,9.041878396728542,7.288573241919351,5.997186610719734,17.2135260462175,13.403485705798168,11.30751864917279,0.8
1542210938,5.5346741882933115,2.5379454724891373,10.184410030060754,2.2766061221750418,5.558813738628585,2.3912771040117904,1.164562999594819,0.5076796443572373,7.03607343512979,4.904398046976985,3.411246371537548,2.742729798732091,5.171183006077373,5.2001991480687675,5.8429830675922165,6.276364119763216,7.033008251046284,16.746235757013206,8.215894872789077,10.495865230131372,0.8
1542210939,4.73690214727145,4.012695644138593,11.216106700933182,6.868773171739834,8.853486321060984,1.962000002022353,0.8169952064248124,0.3789930653588137,4.8895149357384335,4.537843913394363,7.480991467218504,6.318599975497918,4.574725896379869,38.4022911638739,15.316020027783681,8.44710093077331,9.057300892639338,15.811715439294053,8.150045697041413,8.870350430879467,0.8
1542210939,4.149467743096508,3.4896496834312,10.227465221645012,8.315375700589186,10.299960720839575,1.2843094543824027,1.057385383927095,0.3767286128436087,3.86366299773775,3.534900218684908,11.038294796397254,5.140437400169433,4.890695162929508,28.772630198576895,10.981974097545187,3.366758072062859,5.30969386554622,16.166343089632136,6.880834957361147,9.308448355566203,0.8
1542210940,1.6010533383470076,1.1321278846434035,5.549467887123281,7.078280009875536,4.5316670737614,5.188761788399672,1.368723074141351,0.5588444000338615,8.901973061417499,5.645464006170876,7.522837237554175,3.1945313302447924,3.8692792741571846,6.255122799258565,13.687550955071611,6.268424958545906,7.4022871331304465,16.309086427561873,8.216218294013801,9.63743968615483,0.8
