timestamp,alpha0,beta0,gamma0,delta0,theta0,alpha1,beta1,gamma1,delta1,theta1,alpha2,beta2,gamma2,delta2,theta2,alpha3,beta3,gamma3,delta3,theta3,concentration
1542128151,3.0261690936728716,2.182942542497915,1.5803203444528087,11.579946501576885,8.938746000080764,3.6655748044798346,1.359172192098953,0.598970376971814,5.580864729421222,1.7521721289519472,0.629296851201233,1.0656318976425934,0.5702648256094985,1.8711976556470908,0.8179326945658931,7.9958072670900995,2.905026140495156,3.0395586491320348,15.498714512864137,12.99660792000926,0.8
1542128152,5.624763566642181,1.6877767523776317,2.0801883010669955,6.442558690618952,6.039570005856483,0.8300146184986766,0.6791533374944261,0.32891372572752536,2.080443108034207,1.0201454158880165,3.45831385869444,1.3555504218558456,0.6339599564233083,5.559332458134797,5.501202013259048,5.114892875505431,2.0907360851049566,2.725551361641611,5.774711245717278,7.179166734083779,0.8
1542128152,7.222975995128344,2.163236064835713,1.4827438495565168,6.509724888986766,3.9288839129650643,2.2938650975736503,1.219843118709786,0.4482037095602778,5.303094772192561,2.979428366356248,2.7896517391231277,2.039887703222751,0.684697891287136,6.9575265813837355,3.2798046095227225,6.3064281846600165,3.135071314007735,3.09409535885792,8.736632270205417,12.082360405257011,0.8
1542128153,3.763073771312668,1.7800247029041694,1.9520649628874864,8.660662434797883,6.150810640411108,1.8061756747287132,1.0738948155369505,0.3848429404586387,3.520069456381329,2.7466355873948967,2.272269694212868,1.5138920699865386,0.6722568624548706,9.58469438154533,8.397320922136963,5.363171389181081,2.074899687276218,3.048689773246062,5.132094144106883,6.029611868986329,0.8
1542128153,4.955994359658713,2.158614144065478,1.8259107305519666,6.271105340028926,4.995394845231261,3.1747561880032364,1.579147651868582,0.5363424281953206,4.576609731080858,7.196868840582343,4.969530243329722,2.631854012031081,1.2487952989643105,6.007912930085163,5.846641838304887,4.596370851495197,2.4051841978170114,2.7608279103666757,4.828427039274041,4.618550722541309,0.8
1542128154,3.8547961080507043,1.6541734595266049,2.0825625471997187,9.168961870762466,4.845681531513929,3.972898052483604,1.1815487025469167,0.45485839877488937,7.840541263839386,7.282899504064495,5.152251290901184,1.8440472172635376,0.8071096513516931,8.125019494792578,4.565186166777017,3.6393686841774078,2.462504111460348,2.922562805709892,7.603319976277035,11.818426623717073,0.8
1542128154,3.3575117849163014,2.9464099094258223,1.9362818145299294,4.897883294305872,6.292585682374235,3.7624799994845843,1.3619084467110416,0.5640593575720746,3.7702148973537306,4.087371606648752,5.030305486876508,2.090998049859214,0.8022420939440961,4.20155593786947,3.9740258397061767,5.478800672837399,1.9727982138138829,2.951597816207944,3.809948712711863,6.990184719859243,0.8
1542128155,11.404701232239319,4.634275069818404,2.9321667496875206,9.843058924878186,10.84245293213305,2.853304374822525,2.292028567876178,0.845468648292484,14.686714118773484,12.81438401314928,6.674299892861142,1.612987143160594,0.8169180279224957,15.397150258617106,9.710438504654238,5.064404904621694,2.06481347013125,2.912018455983229,11.434102951765722,11.94430938829477,0.8
1542128155,10.06772275607976,2.438979932278631,1.9421857465988708,35.34412897600241,25.473378766425363,5.524310298626855,1.8925120281804633,0.8110881922183317,19.26347461553999,12.083468744722081,5.239524836557593,1.7600855546350505,0.7819252347188739,17.23890505795011,12.547780562303217,11.714991460236197,3.572723352926573,3.0382011919156895,14.335229683710528,17.492615495250025,0.8
1542128156,6.614344261340931,2.603640300116583,1.9284998692887434,6.140450092980117,4.431911032786528,2.2552340675460427,1.3339796911580344,0.525725389570081,6.537753906660928,6.605615089697668,4.055288914365145,2.9276297565145146,0.7712075730052348,13.200369497860084,9.940464627455688,3.6053459084480335,2.0743406933204613,2.952788961976992,10.772242973590213,6.226209686813328,0.8
1542128156,8.306270674117812,1.5315118201127047,1.3995275815099162,35.69356057038307,23.281576951666864,6.665889832541539,1.4596548359932753,0.8643646722061005,12.037662145906173,11.971273221871403,3.1578509079837715,1.9777701368550684,0.8906719747237241,4.872233303965829,2.6063480071934437,10.649696311813264,4.107459121250096,3.3971144939153084,34.40757868880924,24.406409715001107,0.8
1542128157,6.129599946627114,2.7308395741118643,2.076163718888294,9.979873454204984,7.874767860746784,2.161181149155521,0.761822755078069,0.5435074271238955,6.34876715740649,6.599521521665059,4.266704584093568,2.1364542071145394,0.8132238129790385,7.360553885710472,5.763330993803401,5.097864743764986,2.3348676347466712,2.9091533079426704,6.962585169015913,7.757824938704278,0.8
1542128157,3.7629012715121397,2.1211312027650764,2.1730190476115454,7.843409083391032,8.619640554594906,3.6095483375860784,0.9905223955513208,0.5425058980730991,6.148699336924938,4.201004956487354,6.25352978241231,1.6358814632931593,0.7931124292815681,4.2632933998434615,3.5048790445367564,2.8730401405521735,2.197370223493173,2.891436894891798,6.56059842446356,10.675800032220703,0.8
1542128158,6.599912920058002,2.619704258327308,2.2380655666983773,7.676332019245832,4.404958471790031,4.8052335603536624,1.0599692211856524,0.5368544116578254,11.538574395031889,6.705792136403973,3.033481728251528,1.4007640838053295,0.6385452206658307,14.40331172305488,9.28895804666245,4.326394897762865,1.8526624998466765,2.9731293090684874,4.433267455443528,9.11772786611743,0.8
1542128158,1.3904431318938288,1.1852007819982824,1.3726301006417843,5.60037494108907,3.9245696072910086,2.5065798352323867,1.4666631222003355,0.4924505527566881,7.249171529520648,4.68526348290743,4.645937942936177,1.4195437177525856,0.8309849399387854,7.58758246197449,5.914506374234222,5.357584112034861,1.9228794797860265,2.9745758756806575,6.5742573970606255,6.691320455062417,0.8
