timestamp,alpha0,beta0,gamma0,delta0,theta0,alpha1,beta1,gamma1,delta1,theta1,alpha2,beta2,gamma2,delta2,theta2,alpha3,beta3,gamma3,delta3,theta3,concentration
1542569430,5.025259738142085,2.0117148162765406,0.9359198823664439,6.362887168277171,7.611742818806869,1.6312821244836293,0.8257290846575197,0.5170695033047599,3.350952370803224,2.792260666186749,5.807234576760188,1.7420581617790976,0.7516309143557021,5.260724390194915,1.8302898887387986,9.907986753358974,2.18298720308606,1.1923204943163035,8.373252998642403,7.886750051855508,0.8
1542569431,3.8837569620649686,2.237287917654185,0.9440763373344897,3.3372173896815833,6.386635464010629,4.410430701783477,1.6628906171285012,0.6379550026330352,5.127772483693603,4.415475181514013,4.822456607633874,1.451313396866159,0.7432705533918433,6.960992430478941,4.179769325989542,2.828809622356925,2.307438436231579,0.9689215916525821,10.383908068538473,11.015051006126972,0.8
1542569431,6.755461812221301,2.6738750775196323,1.0584401887867398,5.843207103887046,7.479889049370669,1.6479172534317383,1.0304557203662403,0.4188187181325111,2.2969797327988832,3.43843277894785,5.345811311338445,1.8300458842408045,0.7489892087617719,5.993453939272666,2.6302488167041953,5.545717573074199,2.3308624325048557,1.0722888445939984,9.761602055689412,12.005436881303272,0.8
1542569432,3.573379379511175,1.520864515471815,0.8228337218656536,8.248162063326092,7.0765910192428585,1.1316008963567046,0.8785493534930727,0.4102574236418791,2.662946270544316,3.1670479239045846,4.62885364670689,1.2919704065840236,0.5833728783289228,5.224866656213607,5.840260929846575,4.197705353156187,1.675184662434964,1.0406573152750658,6.88358587560824,9.231981074915193,0.8
1542569432,5.226514807690894,2.567043102021457,1.036317530273425,6.5866669227321095,6.823454288859742,4.597653878091046,2.0687460507129596,0.7355137884270814,5.045631913421309,6.824521069930281,8.43255090159762,2.5431905883500487,1.0277572678271505,3.579612804303497,5.561819417752117,8.915918448161701,2.5768421118119673,1.1522192002145495,7.23141029284599,9.872808243761444,0.8
1542569433,4.341716973788229,2.262208432222108,1.029632136290395,6.799130025044608,6.9541956914263885,1.5597500571117153,1.2484410236368204,0.40745574813555424,5.577765938260763,3.7307070679012666,4.154108733143855,1.9652118840603476,0.6555547025127142,8.265670235361624,7.992525293017827,4.716851202916062,2.3274183238051154,1.0443806347667965,12.761940946618086,6.1395552868041765,0.8
1542569433,2.7967382367451723,1.342416957604817,0.7797956034682528,4.738423441428475,5.964045563225563,4.519968543599979,1.8493333635244618,0.7261983801967812,5.421431798791534,1.945542740156379,3.7714564733155878,1.1479712001030709,0.7183240517265258,5.924186379080145,5.623200765094062,4.846802298174974,1.387111645878949,1.0657006357411476,4.570536903637863,6.904583914810793,0.8
1542569434,5.978734689098121,1.461067999570852,0.8905363113567208,5.804421381350693,4.898250948131237,3.36366707818458,1.4881031969115508,0.6011450687101725,6.6717593986093995,9.675225883129434,2.22389648293216,0.9340790133726858,0.44461005639413986,5.899474696321338,4.715092600857679,3.7216624365426956,2.3317982033633697,1.2025541161040034,7.61001947121154,9.08091644210672,0.8
1542569434,3.1813742484981464,1.926294536298647,0.9927968939558254,6.1905573590468075,4.061481220294383,1.142018681004867,1.1193869291620027,0.4060678372881259,2.0163481591698775,0.38043691153830406,3.5829155986039116,1.805954868633955,0.7393058888085339,5.5067805986246485,9.515344239681141,3.2975610136524325,1.5514382895162722,0.701839920194967,8.400299408900189,8.83071414897475,0.8
1542569435,5.338557541417795,2.705776252652487,1.2051929763019236,6.075679133120618,7.891815905613642,2.862633926337301,1.2377555765098671,0.4672919381758084,2.9825629987548483,3.177004590761994,3.269402091915015,1.120124870533712,0.5634545973343048,7.418091175222171,6.879318084186908,2.402850185429102,2.080012168415629,0.786630971241123,12.140303964725582,12.646408240344329,0.8
1542569435,4.411055849412241,1.891013466043672,0.8925445772046685,8.312222770515612,4.9998959891408274,1.6977495314073063,1.178516836423225,0.48553047438672237,3.6084259218459316,2.578285022406167,4.7861488886238694,1.571691777570634,0.6822419170186735,5.915008424289429,2.710665196041666,5.165067639007449,2.058834870989208,0.9552930186058677,9.042571656432282,9.946661009962954,0.8
1542569436,2.1301917133774704,1.725349738636013,0.7570369415227888,2.9845428244207843,3.5584984651177027,0.6591202362571047,0.7285625567688192,0.41303119206371397,0.8987503643915111,1.3592479188228421,3.8163272756349205,1.3772056857259947,0.7022054735410209,6.257828750697755,5.349096764176639,4.001756019455983,1.64108955951273,0.9742847417416247,7.081364860875388,7.454216600447706,0.8
1542569436,4.269829687946808,2.316571476523868,0.9114643469221222,5.957897317192941,7.970949146974134,1.0360336742224336,0.7321367453597349,0.4485398759930082,4.450024513966178,3.6383503567613507,2.575750047638807,0.9415895042518082,0.37433722657380497,3.613893552783366,2.2286745458325097,4.974462882271298,1.6755026041822039,1.0364674044156508,7.146064534021927,7.484873580289162,0.8
1542569437,3.1804104350603457,1.726131249631405,0.874474330400893,4.389695573538253,5.509529796003932,4.683362383764925,1.5108294423011583,0.6616041432184704,3.7367323362136986,3.083841435661742,4.832221117831582,1.491002895301379,0.6839418241006076,5.5340143181724795,4.722137901242492,4.591463249487025,2.023326174399373,1.1389639865956134,9.605394463613397,8.025964747261423,0.8
1542569437,1.6729549679575033,1.4764247661454257,0.8829634943948005,4.380784539418343,2.6193682458606555,4.195258431582045,1.351076586113943,0.594293088617841,6.444773005866967,4.434331507126246,1.2306374112891796,1.0088353632792082,0.3941186888576899,5.524053714896109,3.695561799559203,4.762929111786078,1.7396697994751236,0.9586904304159245,9.201481153685112,10.703342634926157,0.8
1542569438,2.460992824655135,1.5958203271151534,0.7262163992109256,7.177312942735275,6.626043139353552,1.3982272728159428,1.0073106137300032,0.4469589585950116,2.202013312663594,2.057842733785491,4.016886301842175,1.4518772895571366,0.6888814108457061,4.631053923601878,5.799726555859008,4.633625801235836,2.205785703098366,0.9385593982797162,8.817081907198398,7.145594948348069,0.8
1542569438,5.1430243618800064,2.405495268606532,0.9837400063163271,2.5689895009594483,2.0008061047048287,2.5026777402691187,1.0464819682602788,0.46577080288841605,2.4334145224353856,1.651892066914429,2.913844547291949,1.724609803766211,0.5235075450649613,3.426773635405077,3.117195082612623,5.2918446471230025,2.441149364011004,0.9388570901695278,9.06297775688343,6.670201616934564,0.8
1542569439,5.400718356913932,2.084984740357153,0.8132180853010137,6.912717165126635,5.348840523619229,3.5417587394117924,1.7333223732377574,0.5838975221613705,7.261364820333232,7.334875186442892,3.393848541126539,1.5164210560846283,0.5527559641927825,6.1436995285733715,3.9849900307746005,5.897940650370238,1.191737742166965,0.938925024376444,12.061999281632954,8.484311268623784,0.8
