timestamp,alpha0,beta0,gamma0,delta0,theta0,alpha1,beta1,gamma1,delta1,theta1,alpha2,beta2,gamma2,delta2,theta2,alpha3,beta3,gamma3,delta3,theta3,concentration
1542211094,6.344516329676796,2.4994044293676856,1.3754967020604858,61.942926703728155,29.111159069912674,2.9930645447358977,2.3787677888535166,1.2296438743218998,8.001975519168504,5.150873342339997,5.0295177827970585,3.879053975114419,2.986523941497261,16.58052226185338,17.099789221426885,16.425021821878612,5.785935622972063,6.171463577989024,37.24936739803882,24.145076205592222,0
1542211094,5.56288556303321,1.730284041388917,1.4554017836371511,9.113612988631257,7.0789664656086835,8.53421868968706,2.0123872236224396,1.1911014240282374,3.418904820105042,4.54825090641701,7.2079163684347165,2.443559336133715,3.89810788312591,7.17951246001211,8.27348937983203,4.693650147261194,2.685257305852447,5.067608201467269,7.665175590508584,9.304151221255369,0
1542211095,2.038652220951501,1.82184070260293,1.117492050043073,3.9017439258540447,2.546704502125853,1.4159390642583247,1.9541139869983677,0.9545711731804082,2.755712094040569,1.3774959160720508,2.9452715850211497,2.3890391151012995,2.9622668402904866,6.542821813532232,7.738805080777102,5.619627067633458,2.864485275599745,5.2688835166380175,4.594790669007676,9.073605828030423,0
1542211095,4.434311503602412,1.4334423311459392,1.1706118039902,5.556419602397911,4.750387213382822,3.7631145628588527,1.588141411900357,1.0051362170427167,3.8818947829427453,4.11290610748371,4.108388638098531,3.679840345656011,3.2729756692523195,9.081545994038926,10.898420700015308,4.3417934623577645,1.9193455992879624,4.944853160978548,10.01697499259285,13.10337137962923,0
1542211096,9.5949202374075,2.861491305542215,1.877679654801484,52.594281618180375,26.03777509449405,2.924137959390459,1.8523920086418033,1.0499097258647354,7.203260787186408,6.412478166735495,10.245182785032194,3.9780149650735126,3.6755539612838652,18.635416617776947,17.00588018471565,9.763247360997402,4.675422954087799,5.796424247415797,42.374591080072406,25.924958717124806,0
1542211096,3.2155374319445733,1.6093954030167354,1.4113118036533099,8.957646072853198,5.251020638057976,2.4726009647465115,1.9702827684875608,0.9439095096497612,1.895309726854885,3.942581269268721,8.951121105764209,2.7120331249994862,3.4314017974014126,5.000728560892234,7.7678535737322285,7.141828396636993,3.2565408909557707,5.255069347084994,1.5529640754071228,7.3518289677273145,0
1542211097,2.6639993913109334,1.1846709211416582,1.119747794880091,4.8696417202372615,5.513125908364836,2.464850169439415,1.8198147112063923,1.049416528868373,1.9362296543982782,2.8718133732952964,3.363230796263013,2.4271099636091216,2.799385164263511,6.238310214047652,3.373685021051594,7.373241802630076,2.3821773509848336,4.945543705709233,7.922388539251214,9.347277556474165,0
1542211097,4.26570846534982,1.1900568458151968,1.4051636066964088,5.79182964928167,4.054315365458446,3.2596274644182053,1.4097667544511867,1.0723397006638842,2.0693632961790875,2.2719861674424795,4.596997106904321,2.715004506769043,3.6277599403695135,4.238596730253185,9.24545935048469,5.233601443675114,1.9799447911130907,4.897282334439828,3.448292644554372,6.983750831095469,0
1542211098,4.959931372456418,1.816740317422222,1.3648453719290923,39.83060216078387,19.823916277488966,2.6724108951731815,1.5475643271916084,1.041099553871483,11.563876521358171,8.834319909601664,2.5176162688912487,1.9655585793467618,2.786359827126098,10.06229063595861,10.703271119850875,5.507645668580651,5.176867718307818,5.2894455372526465,25.277265660489277,15.98742935205397,0
1542211098,5.10996802671339,2.195128591841629,1.4569742126453589,12.665324718928451,4.831553983847217,1.5914508291905982,1.58574940249468,0.8600089156530463,1.9220951797371093,2.187387928112164,3.1677217718749806,2.1295297549421246,2.7449402028320393,4.773393603877871,4.15068937430999,10.417738396642877,3.681926946235531,5.243886831134889,10.67740397031493,10.254223593334814,0
